sse,vr
0x1403CA277,0x1403D9AF7
0x141AA07B0,0x141B42768
0x141AA0798,0x141B42750
0x1434E1818,0x14373F150
0x1403CBFE4,0x1403DB864
0x141AA0778,0x141B42730
0x14173F6E0,0x1417C7B30
0x141C45908,0x141CFBC88
0x141435199,0x141499189
0x141C460D8,0x141CFC458
0x141C99EE0,0x141D53048
0x141C99C44,0x141D52DAC
0x14356CACC,0x1437CC228
0x140D30646,0x140D78A06
0x141C99BA4,0x141D52D10
0x14356CB14,0x1437CC270
0x140D30909,0x140D78CC9
0x141C99DDC,0x141D52F44
0x14356CAB4,0x1437CC210
0x140D30507,0x140D788C7
0x141C99C08,0x141D52D70
0x141C99BF0,0x141D52D58
0x14356CB44,0x1437CC2A0
0x140D30BB4,0x140D78F74
0x141C99BD0,0x141D52D38
0x141C9C048,0x141D55298
0x141C9BDDC,0x141D5502C
0x14356D864,0x1437CCFFC
0x140D3BEC6,0x140D84E56
0x141C9BD40,0x141D54F90
0x14356D8AC,0x1437CD044
0x140D3C189,0x140D85119
0x141C9BF60,0x141D551B0
0x14356D870,0x1437CD008
0x140D3BF77,0x140D84F07
0x141C9C2D0,0x141D55520
0x14356D84C,0x1437CCFE4
0x140D3BD87,0x140D84D17
0x141C9BDA0,0x141D54FF0
0x141B1F0D0,0x141BBE370
0x1434FD988,0x14375B3BC
0x1405BF862,0x1405C7D82
0x141B1F0B8,0x141BBE358
0x14356D858,0x1437CCFF0
0x140D3BE1D,0x140D84DAD
0x141C9C330,0x141D55580
0x141C9BD88,0x141D54FD8
0x14356D918,0x1437CD0B0
0x140D3C4F4,0x140D85484
0x141C9BD68,0x141D54FB8
0x141C9C318,0x141D55568
0x14356D924,0x1437CD0BC
0x140D3C584,0x140D85514
0x141C9C2F8,0x141D55548
0x141548438,0x1415BF860
0x1419DC62C,0x141A7E1EC
0x1417B58A0,0x141865C48
0x141CD5ADC,0x141D91EAC
0x141453328,0x1414B8E78
0x141CD615C,0x141D9252C
0x141CD5D00,0x141D920D0
0x1435817A8,0x1437E1CD8
0x140EC50A6,0x140F21B76
0x141CD5C60,0x141D92030
0x1435817F0,0x1437E1D20
0x140EC5399,0x140F21E69
0x141CD5FD0,0x141D923A0
0x1435817B4,0x1437E1CE4
0x140EC5185,0x140F21C55
0x141CD6364,0x141D92734
0x143581790,0x1437E1CC0
0x140EC4F47,0x140F21A17
0x141CD5CC0,0x141D92090
0x14358179C,0x1437E1CCC
0x140EC4FDD,0x140F21AAD
0x141CD63C8,0x141D92798
0x141CD5CA8,0x141D92078
0x143581898,0x1437E1DC8
0x140EC5E04,0x140F228D4
0x141CD5C88,0x141D92058
0x141CD63B0,0x141D92780
0x1435818A4,0x1437E1DD4
0x140EC5E94,0x140F22964
0x141CD6390,0x141D92760
0x1419CE5EC,0x141A6FF64
0x1417629E8,0x1417EC898
0x141C72FAC,0x141D2BBAC
0x141C737AC,0x141D2C3AC
0x141C74430,0x141D2D030
0x141B71A50,0x141C1EE40
0x1435D0468,0x14382E7E4
0x141B71BE8,0x141C1EFD8
0x1413DDCF8,0x1414383AD
0x1413DE0AE,0x141438763
0x1413E66AC,0x141440E30
0x1413DFBE0,0x14143A330
0x141B71C10,0x141C1F000
0x1435D0474,0x14382E7F0
0x141B71DA8,0x141C1F198
0x141B71780,0x141C1EB70
0x141C8EEE4,0x141D47D44
0x141DA7710,0x141E5E558
0x1435C7EF4,0x1438247AC
0x14133F9AC,0x14137CAEC
0x141DA76E4,0x141E5E52C
0x141CE5094,0x141DA163C
0x1419C7154,0x141A688E4
0x141D6EB8C,0x141E30384
0x1416CA2C8,0x141752818
0x141C00374,0x141CB668C
0x141D7C980,0x141E36A50
0x14184BC78,0x1418E9A50
0x141D7FCA0,0x141E36480
0x1414755A5,0x1414E07D5
0x1435BF728,0x14381C100
0x141285DBA,0x1412BF40A
0x141D7CA28,0x141E36148
0x141502090,0x141578590
0x141D7C710,0x141E34AD8
0x1435DC87C,0x14383B0B4
0x141D7C774,0x141E34B3C
0x141D7C794,0x141E34B5C
0x1435DC888,0x14383B0C0
0x141D7C7F8,0x141E34BC0
0x141845EB0,0x1418E07A8
0x141D74C64,0x141E26FD0
0x141472994,0x1414DAFBF
0x1414729A0,0x1414DAFCB
0x141845A78,0x1418E0370
0x141D72FE4,0x141E25338
0x141845AC8,0x1418E03C0
0x141D73208,0x141E2555C
0x1435DC918,0x14383B090
0x141475BDE,0x1414DEBBE
0x141D7E504,0x141E32970
0x141D7CA44,0x141E36AE4
0x14125602B,0x1412756AB
0x14126B460,0x14128B030
0x141D7E1F4,0x141E32660
0x1435BF8CC,0x14381BA34
0x141286DC0,0x1412B0B50
0x141D7E190,0x141E325FC
0x141D802DC,0x141E382C4
0x141D7E75C,0x141E34EBC
0x141C0AECC,0x141CC10DC
0x141C07858,0x141CBDB78
0x141C0AE5C,0x141CC106C
0x141C0C7C0,0x141CC2958
0x141C0B3AC,0x141CC1544
0x141C0D140,0x141CC32D8
0x141C0B180,0x141CC1318
0x141C0B330,0x141CC14C8
0x141C0AF3C,0x141CC114C
0x141C0D690,0x141CC37D8
0x141C0B448,0x141CC15E0
0x141C0C2D0,0x141CC2468
0x141C0B020,0x141CC11BC
0x141C0D558,0x141CC36F0
0x141C0F9E8,0x141CC5B38
0x1435D4AF4,0x143832F24
0x141C0FAB4,0x141CC5C04
0x1435D4B00,0x143832F30
0x141C0FABC,0x141CC5C0C
0x1435D4B0C,0x143832F3C
0x141C0FAC4,0x141CC5C14
0x141C110E8,0x141CC7238
0x1435D4BFC,0x14383302C
0x141C1125C,0x141CC73AC
0x1435D4C08,0x143833038
0x141C11264,0x141CC73B4
0x1435D4C14,0x143833044
0x141C1126C,0x141CC73BC
0x1435D4C20,0x143833050
0x141C11274,0x141CC73C4
0x1435D4C2C,0x14383305C
0x141C1127C,0x141CC73CC
0x1435D4C38,0x143833068
0x141C11284,0x141CC73D4
0x141C18FC0,0x141CCF510
0x1435D5664,0x143833B18
0x141C19014,0x141CCF564
0x1435D5670,0x143833B24
0x14142F1F6,0x141493286
0x141C1901C,0x141CCF56C
0x141C204CC,0x141CD682C
0x141C0F82C,0x141CC597C
0x141C2053C,0x141CD689C
0x141C22648,0x141CD89A8
0x141C2090C,0x141CD6C6C
0x141C222B8,0x141CD8618
0x141C20620,0x141CD6980
0x141C2043C,0x141CD679C
0x141C07AB8,0x141CBDDD8
0x141C20708,0x141CD6A68
0x141C224C8,0x141CD8828
0x141C2089C,0x141CD6BFC
0x141C22348,0x141CD86A8
0x141C2097C,0x141CD6CDC
0x141C22228,0x141CD8588
0x141C0B5AC,0x141CC1744
0x141C0B710,0x141CC18A8
0x141C0CCF8,0x141CC2E90
0x141C0B788,0x141CC1920
0x141C0CC18,0x141CC2DB0
0x141C0B698,0x141CC1830
0x141C07A30,0x141CBDD50
0x141C0ABAC,0x141CC0DBC
0x141C0D478,0x141CC3610
0x141C0B878,0x141CC1A10
0x141C0B800,0x141CC1998
0x141C0BB28,0x141CC1CC0
0x141C0C900,0x141CC2A98
0x141C0B620,0x141CC17B8
0x141C0A9D8,0x141CC0BE8
0x141C0B4BC,0x141CC1654
0x141C0B224,0x141CC13BC
0x141C0B094,0x141CC122C
0x141C0B108,0x141CC12A0
0x141C0D3F0,0x141CC3588
0x141C0B298,0x141CC1430
0x141C0B9A0,0x141CC1B38
0x141C0A960,0x141CC0B70
0x141C0BD90,0x141CC1F28
0x141C0C598,0x141CC2730
0x141C0BC4C,0x141CC1DE4
0x141C0BE08,0x141CC1FA0
0x141C0BFA8,0x141CC2140
0x141C0AD1C,0x141CC0F2C
0x141C151F4,0x141CCB44C
0x141C1578C,0x141CCBC14
0x141C16610,0x141CCCA90
0x1435D531C,0x1438337B8
0x141C1676C,0x141CCCBEC
0x1435D5328,0x1438337C4
0x141C16774,0x141CCCBF4
0x1435D5334,0x1438337D0
0x141C1677C,0x141CCCBFC
0x1435D5340,0x1438337DC
0x141C16784,0x141CCCC04
0x1435D534C,0x1438337E8
0x141C1678C,0x141CCCC0C
0x1435D5358,0x1438337F4
0x141C16794,0x141CCCC14
0x1435D5364,0x143833800
0x141C1679C,0x141CCCC1C
0x1435D5370,0x14383380C
0x141C167A4,0x141CCCC24
0x1435D537C,0x143833818
0x141C167AC,0x141CCCC2C
0x1435D5388,0x143833824
0x141C167B4,0x141CCCC34
0x1435D5394,0x143833830
0x141C167BC,0x141CCCC3C
0x1435D53A0,0x14383383C
0x141C167C4,0x141CCCC44
0x1435D53AC,0x143833848
0x14142E09C,0x1414920CC
0x141C167CC,0x141CCCC4C
0x141C15308,0x141CCB790
0x141C155C8,0x141CCBA50
0x141C1581C,0x141CCBCA4
0x141C15678,0x141CCBB00
0x141C209EC,0x141CD6D4C
0x141C20A60,0x141CD6DC0
0x141C10450,0x141CC65A0
0x141C1FFDC,0x141CD633C
0x141C205AC,0x141CD690C
0x141C20780,0x141CD6AE0
0x141C207F8,0x141CD6B58
0x141C20694,0x141CD69F4
0x141C21284,0x141CD75E4
0x141C21458,0x141CD77B8
0x141C1FF44,0x141CD62A4
0x141C212F8,0x141CD7658
0x141C14978,0x141CCAB10
0x141C20FE4,0x141CD7344
0x141C0758C,0x141CBD8AC
0x141C07608,0x141CBD928
0x141C076A8,0x141CBD9C8
0x141C0B534,0x141CC16CC
0x141C0CF20,0x141CC30B8
0x141C0AA50,0x141CC0C60
0x141C0BBA4,0x141CC1D3C
0x141C0BAA0,0x141CC1C38
0x141C0C020,0x141CC21B8
0x141C0BEFC,0x141CC2094
0x141C0C410,0x141CC25A8
0x141C0AC24,0x141CC0E34
0x141C0D900,0x141CC3A48
0x141C0AD90,0x141CC0FA0
0x141C0BA18,0x141CC1BB0
0x141C0BE80,0x141CC2018
0x141C0EEFC,0x141CC504C
0x141C0EF78,0x141CC50C8
0x141C0F038,0x141CC5188
0x141C10190,0x141CC62E0
0x141C10298,0x141CC63E8
0x1435D4B90,0x143832FC0
0x14142B130,0x14148EFA0
0x141C10058,0x141CC61A8
0x141C14F00,0x141CCB158
0x141C12D80,0x141CC8ECC
0x141C16BC8,0x141CCD048
0x141C171F8,0x141CCD678
0x141C176BC,0x141CCDB3C
0x141C17EB4,0x141CCE334
0x141C18A74,0x141CCEF54
0x141C18AF0,0x141CCEFD0
0x141C18BB0,0x141CCF0B4
0x141C19318,0x141CCF868
0x141C19658,0x141CCFBA8
0x141C19BD8,0x141CD0128
0x141C1A118,0x141CD0668
0x141C202D8,0x141CD6638
0x141C1FECC,0x141CD622C
0x141C20C20,0x141CD6F80
0x141C21084,0x141CD73E4
0x141C201D8,0x141CD6538
0x141C23A3C,0x141CD9D9C
0x141C0ACA0,0x141CC0EB0
0x141C11708,0x141CC7858
0x141C15494,0x141CCB91C
0x141C17284,0x141CCD704
0x141C17FAC,0x141CCE42C
0x141C1991C,0x141CCFE6C
0x141C20D28,0x141CD7088
0x141C21E78,0x141CD81D8
0x141C20EA8,0x141CD7208
0x141C20050,0x141CD63B0
0x141C21100,0x141CD7460
0x141C2120C,0x141CD756C
0x141C219D8,0x141CD7D38
0x141C0C0D0,0x141CC2268
0x141C0C150,0x141CC22E8
0x141C14DE0,0x141CCB038
0x141C14A1C,0x141CCABB4
0x141C21180,0x141CD74E0
0x141C20CAC,0x141CD700C
0x141C0F7A8,0x141CC58F8
0x141C0F72C,0x141CC587C
0x141C14D1C,0x141CCAF74
0x141C14C54,0x141CCAEAC
0x141C20F28,0x141CD7288
0x141C20B80,0x141CD6EE0
0x141C215CC,0x141CD792C
0x141C20E1C,0x141CD717C
0x141C21CF8,0x141CD8058
0x141C0B900,0x141CC1A98
0x141C16A9C,0x141CCCF1C
0x1435D53C4,0x143833860
0x14142E1C6,0x1414921F6
0x141C16AD8,0x141CCCF58
0x141D6F8E8,0x141E2DDE8
0x141D67190,0x141E1EFE8
0x141D69500,0x141E21360
0x141D68968,0x141E207C0
0x141D7CE90,0x141E36F24
0x141475713,0x1414E0943
0x141D7CCFC,0x141E36D90
0x141D7CEC0,0x141E36F54
0x141475767,0x1414E0997
0x141C70A64,0x141D29664
0x1435D6B10,0x143835030
0x14143C66D,0x1414A13FD
0x141C70A88,0x141D29688
0x141DA1DE0,0x141E5A9E0
0x141A11738,0x141AB3E58
0x141D8EFCC,0x141E48034
0x141D95EA4,0x141E4E8F0
0x141D9BBAC,0x141E53ECC
0x1419B0FD0,0x141A52A90
0x141AD279C,0x141B748DC
0x141AD4D48,0x141B76E90
0x14356D63C,0x1437CCD98
0x14356D654,0x1437CCDB0
0x141C9B774,0x141D549C8
0x140D39947,0x140D81DE7
0x141C9B7A0,0x141D549F4
0x141AD2670,0x141B747B0
0x141AD25C4,0x141B74704
0x141C9B84C,0x141D54A9C
0x14186FB10,0x14190EF28
0x141DA80FC,0x141E5EFFC
0x141483F15,0x1414EE075
0x141CA5444,0x141D5F18C
0x143570C0C,0x1437D074C
0x140D68C2C,0x140DB536C
0x141CA5530,0x141D5F278
0x141CC919C,0x141D85184
0x1419C36EC,0x141A64E7C
0x141669F88,0x1416EC0C0
0x141B66620,0x141C12618
0x1413F0510,0x14144FC70
0x1413F051C,0x14144FC7C
0x141B638A4,0x141C0F89C
0x1435D02AC,0x14382E628
0x141B638F0,0x141C0F8E8
0x141B63904,0x141C0F8FC
0x141B93A9C,0x141C4107C
0x141B97054,0x141C44634
0x141BA9C54,0x141C57234
0x141BA9CD4,0x141C572B4
0x141AD88F4,0x141B7AA44
0x141AD899C,0x141B7AAEC
0x141AD8E10,0x141B7AF60
0x141513DE8,0x141589EF0
0x141AD8B68,0x141B7ACB8
0x1434A661C,0x143702658
0x1400891B7,0x140089587
0x141AD8B3C,0x141B7AC8C
0x141625908,0x14169C788
0x141AD8E50,0x141B7AFA0
0x1413C2BC0,0x14141E4B0
0x1413C2BC5,0x14141E4B5
0x141AD8BA8,0x141B7ACF8
0x1435E9998,0x1438487D0
0x1414D72A6,0x141543E16
0x141AD8B90,0x141B7ACE0
0x1413C2B20,0x14141E410
0x141BCA270,0x141C77FB0
0x141C677C0,0x141D1DA10
0x141C679C8,0x141D1DC18
0x143559950,0x1437B8548
0x140C070D4,0x140C41F54
0x141C679B0,0x141D1DC00
0x141C67958,0x141D1DBA8
0x141C6791C,0x141D1DB6C
0x141C6798C,0x141D1DBDC
0x141D1D848,0x141DD9E90
0x141D1DD88,0x141DDA3D0
0x1435A7A04,0x143807F7C
0x14111174A,0x14116E69A
0x141D1DD70,0x141DDA3B8
0x141D1DDB8,0x141DDA400
0x141D23D10,0x141DE0310
0x141D2448C,0x141DE0A8C
0x141D242A8,0x141DE08A8
0x1435DA0B0,0x14383863C
0x141D24428,0x141DE0A28
0x141D24100,0x141DE0700
0x1435DA0BC,0x143838648
0x141D24278,0x141DE0878
0x141D1F880,0x141DDBE80
0x1435A8418,0x143808984
0x141118F61,0x141175E31
0x141D1F858,0x141DDBE58
0x141D23C30,0x141DE0230
0x1435A9B7C,0x14380A0E8
0x141D23A30,0x141DE0030
0x141130250,0x14118D120
0x1435A9A8C,0x143809FF8
0x1435A9AB0,0x14380A01C
0x141D23894,0x141DDFE94
0x14112F74F,0x14118C61F
0x141D238CC,0x141DDFECC
0x141D23D58,0x141DE0358
0x1435A9C90,0x14380A1FC
0x14113252F,0x14118F3FF
0x141D23D38,0x141DE0338
0x141D23CA4,0x141DE02A4
0x141C659AC,0x141D1BBFC
0x14199F6A0,0x141A41038
0x1435C9B80,0x143827A10
0x14199F76C,0x141A41104
0x1419AA2C0,0x141A4BD08
0x1419AA4C8,0x141A4BF18
0x1434B76D4,0x143715240
0x14012D749,0x14013DD09
0x1419AA4A0,0x141A4BEF0
0x1434B8388,0x143715F6C
0x140133E08,0x1401446A8
0x1419A8BD0,0x141A4A588
0x1419A9020,0x141A4A9D8
0x1419A9054,0x141A4AA0C
0x1419E2F4C,0x141A855BC
0x1435CAFC0,0x143828EE0
0x1419E2F98,0x141A85608
0x141AD9AB0,0x141B7BC00
0x141AD99FC,0x141B7BB4C
0x141B08450,0x141BA6DD0
0x141B0856C,0x141BA6EEC
0x14163EAF8,0x1416B7030
0x141B09350,0x141BA7DA8
0x1413D29C0,0x14142CC30
0x141B666CC,0x141C126C4
0x141B673C4,0x141C13444
0x141B67464,0x141C134E4
0x141BCA394,0x141C780D4
0x141D13FBC,0x141DD057C
0x141D14000,0x141DD05C0
0x1417F7DD8,0x1418A83A0
0x141D143E8,0x141DD09A8
0x141458410,0x1414BE080
0x141D1A570,0x141DD6BB0
0x1413EE88C,0x14144DFEC
0x1414598F9,0x1414BF593
0x141D1A278,0x141DD68B8
0x141AD9BD8,0x141B7BD28
0x1435CDC6C,0x14382BBB0
0x141AD9C30,0x141B7BD80
0x1435CDC78,0x14382BBBC
0x141AD9C38,0x141B7BD88
0x141B769D0,0x141C23DC8
0x141CBDED4,0x141D798C4
0x141D0B1E4,0x141DC7794
0x1417FAD88,0x1418AB3A0
0x141D19958,0x141DD5F98
0x14145987D,0x1414BF517
0x141459889,0x1414BF523
0x141D1A4B0,0x141DD6AF0
0x1435D9E7C,0x143838408
0x141459CB8,0x1414BF958
0x141D1A4F0,0x141DD6B30
0x141D1A3D8,0x141DD6A18
0x141B86688,0x141C33C68
0x141B87EA8,0x141C35488
0x143514014,0x143772810
0x14077BF2A,0x1407A727A
0x141B87E90,0x141C35470
0x141B879F0,0x141C34FD0
0x14351402C,0x143772828
0x14077BFC6,0x1407A7316
0x141B879D0,0x141C34FB0
0x141B87E38,0x141C35418
0x141B87E6C,0x141C3544C
0x141B76FEC,0x141C243E4
0x141B6667C,0x141C12674
0x141C49118,0x141CFF560
0x141B32058,0x141BD15E8
0x141B31FA8,0x141BD1538
0x1413E55CC,0x14143FD5C
0x1413E67B2,0x141440F56
0x143501CB4,0x14375F718
0x140615CC2,0x14061E8D2
0x141B32030,0x141BD15C0
0x141B320D4,0x141BD1664
0x141669F60,0x1416EC098
0x141B665D8,0x141C125D0
0x1413F0530,0x14144FC90
0x1413F053C,0x14144FC9C
0x141B6380C,0x141C0F804
0x1435D02A0,0x14382E61C
0x141B63858,0x141C0F850
0x14350BD70,0x14376A38C
0x1406F9920,0x140720810
0x141B6656C,0x141C12564
0x141B63774,0x141C0F76C
0x1435D02B8,0x14382E634
0x1413F05F8,0x14144FD58
0x141B637B0,0x141C0F7A8
0x141B6386C,0x141C0F864
0x141B637C4,0x141C0F7BC
0x141B9A6D4,0x141C47CB4
0x141B9A5FC,0x141C47BDC
0x1419CDA0C,0x141A6F384
0x1435CA7EC,0x143828694
0x1419CDA58,0x141A6F3D0
0x1419CDA6C,0x141A6F3E4
0x1415412C8,0x1415B8578
0x1419CE5B8,0x141A6FF30
0x14136E3C0,0x1413C9740
0x141AA0ED4,0x141B42E8C
0x141AA0F34,0x141B42EEC
0x141B5345C,0x141BF70CC
0x141B53498,0x141BF7108
0x141660520,0x1416DA1B8
0x141B52E3C,0x141BF6AA4
0x1413EA690,0x141449DF0
0x141B53364,0x141BF6FCC
0x141660660,0x1416DA2F8
0x141B52FD8,0x141BF6C40
0x1413EA6C0,0x141449E20
0x141B667BC,0x141C127B4
0x141691E90,0x141714F90
0x141B9A358,0x141C47938
0x141400C60,0x141460B40
0x141400C6C,0x141460B4C
0x141400C7C,0x141460B5C
0x1407C74B0,0x1407F2800
0x1407C7460,0x1407F27B0
0x1407C7410,0x1407F2760
0x141B9A5C8,0x141C47BA8
0x141B9A668,0x141C47C48
0x141C46284,0x141CFC604
0x141C462E4,0x141CFC664
0x14175A5F8,0x1417E2A68
0x141C64804,0x141D1AA5C
0x141439960,0x14149D9E0
0x14143996C,0x14149D9EC
0x141C64710,0x141D1A968
0x141C64784,0x141D1A9DC
0x141C664A0,0x141D1C6F0
0x141C66568,0x141D1C7B8
0x141C7829C,0x141D30EFC
0x140C5D400,0x140CA29B0
0x141C78640,0x141D312A0
0x14355FF5C,0x1437BF4B4
0x140C5FE7F,0x140CA542F
0x141C78608,0x141D31268
0x141765868,0x1417EF728
0x141C78D60,0x141D319C0
0x14143E4D0,0x1414A3260
0x141C9C17C,0x141D553CC
0x141C9C1DC,0x141D5542C
0x14175B968,0x1417E3DE0
0x141C665A8,0x141D1C7F8
0x141439EB0,0x14149DF30
0x141439EB5,0x14149DF35
0x141BD5E78,0x141C858C0
0x141BD6BC4,0x141C86724
0x141C665E0,0x141D1C830
0x141C6639C,0x141D1C5EC
0x14355911C,0x1437B7D14
0x140BFFB67,0x140C3A9E7
0x141C66378,0x141D1C5C8
0x141C66614,0x141D1C864
0x141D1B78C,0x141DD7DCC
0x141D1B7BC,0x141DD7DFC
0x1416B5FE8,0x14173A7C0
0x141BD6934,0x141C8638C
0x141416C4D,0x141477D0E
0x141416C59,0x141477D1A
0x141416C65,0x141477D26
0x141416C87,0x141477D48
0x141416C8C,0x141477D4D
0x141416C98,0x141477D59
0x141416CBA,0x141477D7B
0x1416B6100,0x14173A900
0x141BD6C00,0x141C86760
0x141417000,0x141478080
0x141417005,0x141478085
0x141BD6C90,0x141C867F0
0x1435EC3A4,0x14384C10C
0x1414F10D6,0x141564626
0x141BD6C78,0x141C867D8
0x141416EA0,0x141477FC0
0x141517FE8,0x14158EC30
0x141BD6C50,0x141C867B0
0x1434ABF08,0x14370906C
0x1400AF5C7,0x1400BB4D7
0x141BD6C28,0x141C86788
0x141AA3F28,0x141B45EE8
0x141AFEAEC,0x141B9D28C
0x141AFEB3C,0x141B9D2DC
0x141D23220,0x141DDF820
0x141D232B4,0x141DDF8B4
0x141B6676C,0x141C12764
0x141BD26BC,0x141C81A7C
0x141BD2DB4,0x141C8234C
0x1416B4440,0x1417386D0
0x141BD2F2C,0x141C824BC
0x1414156B0,0x1414765C0
0x141C995F8,0x141D52768
0x141C9962C,0x141D5279C
0x1416B42D8,0x141738568
0x141BD2B88,0x141C82120
0x141415548,0x141476453
0x141415554,0x14147645F
0x141415560,0x14147646B
0x141415582,0x14147648D
0x141415587,0x141476492
0x141415593,0x14147649E
0x1414155B5,0x1414764C0
0x1416B43A0,0x141738630
0x141BD2DF0,0x141C82388
0x141415660,0x141476570
0x141415665,0x141476575
0x141BD3030,0x141C825C0
0x1435EC2C0,0x14384BFB0
0x1414F062C,0x14156382C
0x141BD3000,0x141C82590
0x141B6671C,0x141C12714
0x141D6D930,0x141E2D8B8
0x141D6DA2C,0x141E2D9B4
0x141841B70,0x1418E41A8
0x141D6DBE4,0x141E2DB64
0x14146FEC0,0x1414DD240
0x14146FECC,0x1414DD24C
0x14146FED8,0x1414DD258
0x14146FEE4,0x1414DD264
0x141B6659C,0x141C12594
0x14161F860,0x1416966A0
0x141ACC704,0x141B6E844
0x141ACC608,0x141B6E748
0x141ACC640,0x141B6E780
0x141ACC680,0x141B6E7C0
0x141B636EC,0x141C0F6E4
0x1435D02C4,0x14382E640
0x1413F0628,0x14144FD88
0x141B63728,0x141C0F720
0x141B6373C,0x141C0F734
0x1419AFB4C,0x141A5160C
0x1435C9FB8,0x143827E54
0x1419AFB98,0x141A51658
0x1419AFBAC,0x141A5166C
0x141D2443C,0x141DE0A3C
0x141AE82C8,0x141B897E8
0x141AE7C94,0x141B891AC
0x14162CD80,0x1416A3260
0x141AE8358,0x141B89878
0x1413C7D50,0x1414231A0
0x141A110BC,0x141AB37DC
0x141AE4F8C,0x141B8643C
0x1435CE2F0,0x14382C234
0x141AE4FD8,0x141B86488
0x141AE4B94,0x141B86044
0x141AE7CF8,0x141B89210
0x141AE7D2C,0x141B89244
0x14162CE20,0x1416A3300
0x141AE8438,0x141B89958
0x1413C7D70,0x1414231C0
0x141B32278,0x141BD1808
0x141B38AB0,0x141BD8010
0x141B44D18,0x141BE4338
0x141B44D4C,0x141BE436C
0x141C44E1C,0x141CFB194
0x141C44B60,0x141CFAED8
0x141C4904C,0x141CFF494
0x1435D6534,0x1438349D0
0x141436AD8,0x14149AB58
0x141C49088,0x141CFF4D0
0x141D1A5C8,0x141DD6C08
0x141D1A328,0x141DD6968
0x141D21274,0x141DDD874
0x1418017F0,0x1418B1E08
0x141D21FC8,0x141DDE5C8
0x14145BEC0,0x1414C1B50
0x141AC6004,0x141B68144
0x141D135EC,0x141DCFBAC
0x141D13A24,0x141DCFFE4
0x141D13630,0x141DCFBF0
0x141D224C4,0x141DDEAC4
0x141993F44,0x141A358D4
0x141D138F0,0x141DCFEB0
0x141CD4E7C,0x141D91144
0x1435812A4,0x1437E17C8
0x140EC120A,0x140F1DCEA
0x141CD4F08,0x141D911D0
0x141666C50,0x1416E8BD8
0x141B5DC28,0x141C09BB8
0x1413ECE9C,0x14144C5DC
0x141ABE1A0,0x141B601A0
0x141ABE1F4,0x141B601F4
0x141ABE238,0x141B60238
0x141ABE53C,0x141B6053C
0x143572508,0x1437D2528
0x143572538,0x1437D2558
0x141CAAEC4,0x141D668B4
0x140D8DC72,0x140DE2BE2
0x141CAAF10,0x141D66900
0x143572550,0x1437D2570
0x14357258C,0x1437D25AC
0x141CAAF2C,0x141D6691C
0x140D8DEFF,0x140DE2E6F
0x141CAAF94,0x141D66984
0x141CAB1F0,0x141D66BE0
0x14357261C,0x1437D263C
0x140D8EDAD,0x140DE3D1D
0x141CAB0E0,0x141D66AD0
0x140D80BC0,0x140DD5AD0
0x143571B90,0x1437D1BB0
0x143571BC0,0x1437D1BE0
0x140D825E0,0x140DD74F0
0x141CA86A4,0x141D64094
0x140D7FA99,0x140DD49A9
0x141CA86F4,0x141D640E4
0x140D82960,0x140DD7870
0x141E0757C,0x141EC745C
0x141E07570,0x141EC7450
0x1404DD640,0x1404ED7B0
0x1404DD760,0x1404ED8D0
0x141ABEC84,0x141B60C84
0x141ABECF8,0x141B60CF8
0x141ABFA48,0x141B61B88
0x1435CD6F0,0x14382B634
0x1413BB565,0x141416E35
0x141ABFA6C,0x141B61BAC
0x141ABFDA8,0x141B61EE8
0x14350A144,0x143768760
0x1406D29CC,0x1406F986C
0x141B59CB4,0x141C05C44
0x14350A150,0x14376876C
0x1406D2A0C,0x1406F98AC
0x141B59D38,0x141C05CC8
0x1416DA6D0,0x141762AF0
0x141C12AF8,0x141CC8CE8
0x141B59B4C,0x141C05ADC
0x1416C4948,0x14174C488
0x141BEF3E8,0x141CA43C8
0x141BF1B18,0x141CA7ED0
0x1414203D1,0x141484381
0x1414203DD,0x14148438D
0x1414203E9,0x141484399
0x1414203F5,0x1414843A5
0x141420401,0x1414843B1
0x14142040D,0x1414843BD
0x141420419,0x1414843C9
0x1408F8DB0,0x140933530
0x1408F8D40,0x1409334C0
0x141BF1C34,0x141CA7FEC
0x141DA72B4,0x141E5E2C4
0x141483B50,0x1414EDD30
0x141483B68,0x1414EDD48
0x141483B84,0x1414EDD64
0x141DA7330,0x141E5E340
0x141537258,0x1415AE698
0x1419BDB8C,0x141A5F4AC
0x14166CEB0,0x1416EF060
0x141B699FC,0x141C15AB0
0x14350CEE0,0x14376B4FC
0x140707DCC,0x14072F07C
0x141B6A060,0x141C16180
0x14350CED4,0x14376B4F0
0x140707D8C,0x14072F03C
0x141B6A0F0,0x141C16210
0x14350CEEC,0x14376B508
0x140707E0C,0x14072F0BC
0x141B6A148,0x141C16268
0x1416B7DD8,0x14173BBE0
0x141BDA128,0x141C88C98
0x1435276F4,0x143785ED8
0x1408A953C,0x1408D57DC
0x141BDA468,0x141C89024
0x143527700,0x143785EE4
0x1408A957C,0x1408D581C
0x141BDA4B0,0x141C89070
0x141B69A8C,0x141C15B40
0x141BDA180,0x141C88CF0
0x141BF001C,0x141CA505C
0x141619B28,0x141690968
0x141AC04B0,0x141B625F0
0x1434E9624,0x143746FE0
0x140454A6C,0x140464A1C
0x141AC087C,0x141B629BC
0x1434F9350,0x143756CA0
0x1405717E2,0x140577D72
0x141B0A864,0x141BA919C
